S_Unique_02,대지가르기,Unique,Exclusive,Ulti,EnemyParty,0,Attack,E_Strike;E_Knockback,14;1,1;1,3,Direction,Range_15,할버드로 대지를 갈라 적에게 {ValueRate1}의 피해를 주고 {ValueRate2}칸 넉백시킵니다.
S_Unique_03,질풍검 연무,Unique,Exclusive,Ulti,EnemyParty,0,Attack,E_Strike,3,4,3,Direction,Range_07,카타나를 연속으로 휘둘러 적에게 {ValueRate1}의 피해를 {CountRate1}번 줍니다.
S_Unique_04,질풍검 일섬,Unique,Exclusive,Ulti,EnemyParty,0,Attack,E_Pierce;E_Move,15,1,3,Direction,Range_21,검기를 발산하여 {ValueRate1}의 관통 피해를 줍니다.
S_Unique_05,날카로운 빛,Unique,Exclusive,Ulti,EnemyParty,0,Attack,E_Strike;E_Vulnerable,4;1,1;1,3,Selection,Range_05,빛을 발산하여 적에게 {ValueRate1}의 피해를 주고 취약을 {ValueRate2} 부여합니다.
S_Unique_06,빛의 의지,Unique,Exclusive,Ulti,PlayerParty,0,Buff,E_Boost,2,1,3,Direction,Range_b_19,빛을 발산하여 자신과 아군에게 증폭을 {ValueRate1} 부여합니다.
S_Unique_07,구원의 기도,Unique,Exclusive,Ulti,PlayerParty,0,Buff,E_Heal,4,1,3,Direction,Range_b_19,기도를 올려 자신과 아군의 생명력을 {ValueRate1} 회복합니다.
S_Unique_08,신성한 일격,Unique,Exclusive,Ulti,EnemyParty,0,Attack,E_Strike;E_Weaken,10;1,1;1,3,Direction,Range_07,신성한 힘을 담아 적에게 {ValueRate1}의 피해를 주고 약화를 {ValueRate2} 부여합니다.
S_Unique_09,데스사이드,Unique,Exclusive,Ulti,EnemyParty,0,Attack,E_Pierce;E_Vulnerable,12;1,1;1,3,Direction,Range_12,사이드로 깊게 베어 적에게 {ValueRate1}의 관통 피해를 주고 취약을 {ValueRate2} 부여합니다.
S_Unique_10,스칼렛노바,Unique,Exclusive,Ulti,EnemyParty,0,Attack,E_Strike,16,1,3,Direction,Range_19,피를 폭발시켜 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_01,휘두르기,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Strike,6,1,3,Direction,Range_14,할버드를 휘둘러 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_02,휘두르기+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Strike,8,1,3,Direction,Range_14,할버드를 휘둘러 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_03,내려찍기,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Strike;E_Knockback,7;1,1,3,Direction,Range_04,할버드를 내려찍어 적에게 {ValueRate1}의 피해를 주고 {ValueRate2}칸 넉백시킵니다.
S_Ability_04,내려찍기+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Strike;E_Knockback,9;1,1,3,Direction,Range_04,할버드를 내려찍어 적에게 {ValueRate1}의 피해를 주고 {ValueRate2}칸 넉백시킵니다.
S_Ability_05,질풍검 3식,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Strike,3,2,3,Direction,Range_06,카타나를 연속으로 휘둘러 적에게 {ValueRate1}의 피해를 {CountRate1}번 줍니다.
S_Ability_06,질풍검 3식+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Strike,4,2,3,Direction,Range_06,카타나를 연속으로 휘둘러 적에게 {ValueRate1}의 피해를 {CountRate1}번 줍니다.
S_Ability_07,질풍검 1식,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Pierce,7,1,3,Direction,Range_23,빠르게 발도하여 적에게 {ValueRate1}의 관통 피해를 줍니다.
S_Ability_08,질풍검 1식+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Pierce,9,1,3,Direction,Range_23,빠르게 발도하여 적에게 {ValueRate1}의 관통 피해를 줍니다.
S_Ability_09,니아의 독기,Ability,Exclusive,Cost,EnemyParty,1,Debuff,E_Poison,2,1,4,Selection,Range_17,독기를 퍼뜨려 적에게 중독을 {ValueRate1} 부여합니다.
S_Ability_10,니아의 독기+,Ability,Exclusive,Cost,EnemyParty,2,Debuff,E_Poison,2,1,3,Selection,Range_17,독기를 퍼뜨려 적에게 중독을 {ValueRate1} 부여합니다.
S_Ability_11,니아의 섬광,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Strike,6,1,3,Selection,Range_17,섬광을 일으켜 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_12,니아의 섬광+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Strike,8,1,3,Selection,Range_17,섬광을 일으켜 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_13,정권지르기,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Strike,6,1,3,Direction,Range_03,주먹을 내질러 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_14,정권지르기+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Strike,10,1,4,Direction,Range_03,주먹을 내질러 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_15,공방일체,Ability,Exclusive,Cost,PlayerParty,1,Buff,E_Boost;E_Armor,1;3,1;1,5,Selection,Range_b_17,"태세를 갖추며 증폭을 {ValueRate1}, 방어도를 {ValueRate2} 부여합니다."
S_Ability_16,공방일체+,Ability,Exclusive,Cost,PlayerParty,2,Buff,E_Boost;E_Armor,1;3,1;1,5,Selection,Range_b_05,"태세를 갖추며 증폭을 {ValueRate1}, 방어도를 {ValueRate2} 부여합니다."
S_Ability_17,크림슨체인,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Strike;E_Grab,6;1,1;1,4,Direction,Range_21,붉은 사슬로 적에게 {ValueRate1}의 피해를 주고 {ValueRate2}칸 그랩합니다.
S_Ability_18,크림슨체인+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Strike;E_Grab,8;1,1;1,4,Direction,Range_21,붉은 사슬로 적에게 {ValueRate1}의 피해를 주고 {ValueRate2}칸 그랩합니다.
S_Ability_19,크레센트스윙,Ability,Exclusive,Cost,EnemyParty,1,Attack,E_Strike,6,1,3,Direction,Range_15,사이드를 넓게 휘둘러 적에게 {ValueRate1}의 피해를 줍니다.
S_Ability_20,크레센트스윙+,Ability,Exclusive,Cost,EnemyParty,2,Attack,E_Strike,7,1,3,Direction,Range_15,사이드를 넓게 휘둘러 적에게 {ValueRate1}의 피해를 줍니다.
S_Core_01,생명의 대가,Core,Common,Hp,Self,1,Buff,E_Focus,1,1,4,Direction,Range_Self,생명력을 대가로 카르마를 {ValueRate1} 회복합니다.
S_Core_02,생명의 대가+,Core,Common,Hp,Self,2,Buff,E_Focus,1,1,3,Direction,Range_Self,생명력을 대가로 카르마를 {ValueRate1} 회복합니다.
S_Core_03,전의 상승,Core,Common,Cost,PlayerParty,1,Buff,E_Boost,1,1,4,Selection,Range_b_17,아군의 전의를 끌어올려 증폭을 {ValueRate1} 부여합니다.
S_Core_04,전의 상승+,Core,Common,Cost,PlayerParty,2,Buff,E_Boost,1,1,4,Selection,Range_b_05,아군의 전의를 끌어올려 증폭을 {ValueRate1} 부여합니다.
S_Core_05,응급 처치,Core,Rare,Cost,PlayerParty,1,Buff,E_Heal,3,1,4,Direction,Range_b_16,상처를 치료해 아군의 생명력을 {ValueRate1} 회복합니다.
S_Core_06,응급 처치+,Core,Rare,Cost,PlayerParty,2,Buff,E_Heal,5,1,4,Direction,Range_b_16,상처를 치료해 아군의 생명력을 {ValueRate1} 회복합니다.
S_Core_07,보호막,Core,Common,Cost,PlayerParty,1,Buff,E_Armor,4,1,3,Selection,Range_b_17,아군을 보호하는 방어도를 {ValueRate1} 부여합니다.
S_Core_08,보호막+,Core,Common,Cost,PlayerParty,2,Buff,E_Armor,6,1,3,Selection,Range_b_17,아군을 보호하는 방어도를 {ValueRate1} 부여합니다.
S_Core_09,강철 피부,Core,Rare,Cost,Self,1,Buff,E_Armor,6,1,3,Direction,Range_Self,피부를 강철처럼 단단하게 만들어 방어도를 {ValueRate1} 얻습니다.
S_Core_10,강철 피부+,Core,Rare,Cost,Self,2,Buff,E_Armor,6,1,2,Direction,Range_Self,피부를 강철처럼 단단하게 만들어 방어도를 {ValueRate1} 얻습니다.
S_Core_11,보급,Core,Common,Cost,PlayerParty,1,Buff,E_Charge,2,1,3,Selection,Range_b_17,보급품을 보충하여 충전을 {ValueRate1} 얻습니다.
S_Core_12,보급+,Core,Common,Cost,PlayerParty,2,Buff,E_Charge,2,1,3,Selection,Range_b_05,보급품을 보충하여 충전을 {ValueRate1} 얻습니다.
S_Core_13,가시갑옷,Core,Common,Cost,Self,1,Buff,E_Ward,2,1,4,Direction,Range_Self,가시 돋친 갑옷을 둘러 가호를 {ValueRate1} 얻습니다.
S_Core_14,가시갑옷+,Core,Common,Cost,Self,2,Buff,E_Ward,2,1,3,Direction,Range_Self,가시 돋친 갑옷을 둘러 가호를 {ValueRate1} 얻습니다.
S_Core_15,약점간파,Core,Epic,Cost,EnemyParty,1,Debuff,E_Vulnerable,2,1,5,Direction,Range_06,적의 약점을 간파하여 취약을 {ValueRate1} 부여합니다.
S_Core_16,약점간파+,Core,Epic,Cost,EnemyParty,2,Debuff,E_Vulnerable,2,1,4,Direction,Range_06,적의 약점을 간파하여 취약을 {ValueRate1} 부여합니다.
S_Core_17,무력화,Core,Rare,Cost,EnemyParty,1,Debuff,E_Weaken,2,1,5,Direction,Range_06,적의 방어 태세를 무너뜨려 약화를 {ValueRate1} 부여합니다.
S_Core_18,무력화+,Core,Rare,Cost,EnemyParty,2,Debuff,E_Weaken,2,1,4,Direction,Range_06,적의 방어 태세를 무너뜨려 약화를 {ValueRate1} 부여합니다.
S_Core_19,맹독안개,Core,Epic,Cost,EnemyParty,1,Debuff,E_Poison,3,1,6,Selection,Range_17,부식된 독기를 퍼뜨려 적에게 중독을 {ValueRate1} 부여합니다.
S_Core_20,맹독안개+,Core,Epic,Cost,EnemyParty,2,Debuff,E_Poison,3,1,6,Selection,Range_05,부식된 독기를 퍼뜨려 적에게 중독을 {ValueRate1} 부여합니다.
S_Core_21,상처벌리기,Core,Epic,Cost,EnemyParty,1,Debuff,E_Bleed,3,1,6,Direction,Range_07,상처를 벌려 적에게 출혈을 {ValueRate1} 부여합니다.
S_Core_22,상처벌리기+,Core,Epic,Cost,EnemyParty,2,Debuff,E_Bleed,3,1,6,Direction,Range_12,상처를 벌려 적에게 출혈을 {ValueRate1} 부여합니다.
S_Core_23,참격,Core,Common,Cost,EnemyParty,1,Attack,E_Strike,7,1,3,Direction,Range_03,검에 기를 둘러 적에게 {ValueRate1}의 피해를 줍니다.
S_Core_24,참격+,Core,Common,Cost,EnemyParty,2,Attack,E_Strike,8,1,3,Direction,Range_21,검에 기를 둘러 적에게 {ValueRate1}의 피해를 줍니다.
S_Core_25,꿰뚫는 빛,Core,Common,Cost,EnemyParty,1,Attack,E_Pierce,7,1,3,Direction,Range_03,빛을 쏘아 적에게 {ValueRate1}의 관통 피해를 줍니다.
S_Core_26,꿰뚫는 빛+,Core,Common,Cost,EnemyParty,2,Attack,E_Pierce,8,1,3,Direction,Range_21,빛을 쏘아 적에게 {ValueRate1}의 관통 피해를 줍니다.
S_Core_27,이동 사격,Core,Rare,Cost,EnemyParty,1,Attack,E_Strike;E_Move,4;-1,1;1,3,Direction,Range_23,견제 공격으로 적에게 {ValueRate1}의 피해를 주고 뒤로 {ValueRate2}칸 이동합니다.
S_Core_28,이동 사격+,Core,Rare,Cost,EnemyParty,2,Attack,E_Strike;E_Move,6;-1,1;1,3,Direction,Range_23,견제 공격으로 적에게 {ValueRate1}의 피해를 주고 뒤로 {ValueRate2}칸 이동합니다.
S_Core_29,바이탈 가드,Core,Unique,Cost,PlayerParty,1,Buff,E_Heal;E_Armor,2;4,1;1,5,Selection,Range_b_16,아군의 생명력을 {ValueRate1} 회복하고 방어도를 {ValueRate2} 부여합니다.
S_Core_30,바이탈 가드+,Core,Unique,Cost,PlayerParty,2,Buff,E_Heal;E_Armor,2;4,1;1,5,Selection,Range_b_17,아군의 생명력을 {ValueRate1} 회복하고 방어도를 {ValueRate2} 부여합니다.
S_Core_31,전술 정비,Core,Epic,Cost,Self,1,Buff,E_Charge;E_Focus,2;1,1;1,4,Direction,Range_Self,"전술을 재정비하여 충전을 {ValueRate1}, 카르마를 {ValueRate2} 회복합니다."
S_Core_32,전술 정비+,Core,Epic,Cost,Self,2,Buff,E_Charge;E_Focus,3;1,1;1,4,Direction,Range_Self,"전술을 재정비하여 충전을 {ValueRate1}, 카르마를 {ValueRate2} 회복합니다."
S_Core_33,블러드 마크,Core,Rare,Hp,EnemyParty,1,Debuff,E_Bleed;E_Vulnerable,2;1,1;1,4,Direction,Range_13,"피의 표식을 새겨 적에게 출혈을 {ValueRate1}, 취약을 {ValueRate2} 부여합니다."
S_Core_34,블러드 마크+,Core,Rare,Hp,EnemyParty,2,Debuff,E_Bleed;E_Vulnerable,2;1,1;1,3,Direction,Range_13,"피의 표식을 새겨 적에게 출혈을 {ValueRate1}, 취약을 {ValueRate2} 부여합니다."
S_Core_35,독성 침식,Core,Rare,Cost,EnemyParty,1,Debuff,E_Weaken;E_Poison,1;1,1;1,5,Direction,Range_04,"독성 기운으로 적을 침식시켜 약화를 {ValueRate1}, 중독을 {ValueRate2} 부여합니다."
S_Core_36,독성 침식+,Core,Rare,Cost,EnemyParty,2,Debuff,E_Weaken;E_Poison,1;1,1;1,4,Direction,Range_04,"독성 기운으로 적을 침식시켜 약화를 {ValueRate1}, 중독을 {ValueRate2} 부여합니다."
S_Core_37,쇼크 웨이브,Core,Common,Cost,EnemyParty,1,Attack,E_Strike;E_Knockback,6;1,1;1,4,Direction,Range_06,충격파를 일으켜 적에게 {ValueRate1}의 피해를 주고 {ValueRate2}칸 넉백시킵니다.
S_Core_38,쇼크 웨이브+,Core,Common,Cost,EnemyParty,2,Attack,E_Strike;E_Knockback,8;2,1;1,4,Direction,Range_06,충격파를 일으켜 적에게 {ValueRate1}의 피해를 주고 {ValueRate2}칸 넉백시킵니다.
S_Core_39,바인드 체인,Core,Common,Cost,EnemyParty,1,Attack,E_Strike;E_Grab,6;1,1;1,4,Direction,Range_22,사슬로 적을 붙잡아 {ValueRate1}의 피해를 주고 {ValueRate2}칸 그랩합니다.
S_Core_40,바인드 체인+,Core,Common,Cost,EnemyParty,2,Attack,E_Strike;E_Grab,6;1,1;1,3,Direction,Range_22,사슬로 적을 붙잡아 {ValueRate1}의 피해를 주고 {ValueRate2}칸 그랩합니다.
S_Core_41,크러시 블로우,Core,Epic,Cost,EnemyParty,1,Attack,E_Strike,12,1,4,Direction,Range_23,묵직한 타격으로 적에게 {ValueRate1}의 피해를 줍니다.
S_Core_42,크러시 블로우+,Core,Epic,Cost,EnemyParty,2,Attack,E_Strike,16,1,4,Direction,Range_23,묵직한 타격으로 적에게 {ValueRate1}의 피해를 줍니다.
S_Core_43,연격,Core,Epic,Cost,EnemyParty,1,Attack,E_Strike,4,2,3,Direction,Range_06,연속으로 공격해 적에게 {ValueRate1}의 피해를 {CountRate1}번 줍니다.
S_Core_44,연격+,Core,Epic,Cost,EnemyParty,2,Attack,E_Strike,4,3,3,Direction,Range_06,연속으로 공격해 적에게 {ValueRate1}의 피해를 {CountRate1}번 줍니다.
S_Core_45,화살 세례,Core,Unique,Cost,EnemyParty,1,Attack,E_Strike,3,3,4,Selection,Range_17,화살을 쏟아부어 적에게 {ValueRate1}의 피해를 {CountRate1}번 줍니다.
S_Core_46,화살 세례+,Core,Unique,Cost,EnemyParty,2,Attack,E_Strike,3,4,4,Selection,Range_17,화살을 쏟아부어 적에게 {ValueRate1}의 피해를 {CountRate1}번 줍니다.
S_Core_47,전진일격,Core,Common,Cost,EnemyParty,1,Attack,E_Strike;E_Move,9;1,1;1,4,Direction,Range_22,앞으로 {ValueRate2}칸 전진하며 적에게 {ValueRate1}의 피해를 줍니다.
S_Core_48,전진일격+,Core,Common,Cost,EnemyParty,2,Attack,E_Strike;E_Move,12;1,1;1,4,Direction,Range_22,앞으로 {ValueRate2}칸 전진하며 적에게 {ValueRate1}의 피해를 줍니다.
S_Core_49,크림슨 아머,Core,Rare,Cost,PlayerParty,1,Buff,E_Ward;E_Armor,2;8,1;1,6,Selection,Range_b_17,"붉은 갑옷을 둘러 아군에게 가호를 {ValueRate1}, 방어도를 {ValueRate2} 부여합니다."
